,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Labels
49,27,9.wav,0,-1.838829,-1.1742641,-0.14979011,-0.62287813,0.20049885,0.029827425,-0.069373675,-0.09205099,-0.052069213,0.03676088,-0.028464416,0.013273121,-0.0067723664,0.01577075,-0.009160828,-0.0032092098,0.0033523531,0.0024593747,0.00012191933,-0.00041578108,1
50,28,2.wav,0,-0.9351565,0.21780676,-0.30340272,1.2483482,-0.37348744,-0.25015697,-0.012937431,0.21791817,-0.14800347,0.26335847,0.49550226,-0.5017424,0.03370287,0.01904971,0.08931752,0.053197905,-0.0940528,-0.061143436,-0.09588888,-0.003475676,0
51,29,15.wav,0,0.101231486,1.0404117,0.15883668,-0.6944522,-0.40097842,-0.8787761,-0.3701632,0.23601945,0.37167805,0.00051504374,-0.044504046,0.13139413,-0.045748387,-0.10080311,0.009852844,-0.117069535,0.0018699081,0.04223868,-0.07619607,-0.019582443,1
52,30,20.wav,0,-0.23712118,0.3978213,-0.44862387,0.5214495,-0.27898124,-0.34010643,-0.04181272,0.2993675,0.09879537,0.10468234,0.09597266,0.1726713,0.006421403,-0.15662272,-0.1941936,0.16756946,-0.008615047,-0.09216075,0.082119316,-0.02157581,1
53,31,3.wav,0,0.008470348,-0.1100312,0.044358745,1.7555716,-0.012118778,-0.16169894,-0.12730017,-0.3320559,-0.13445884,0.04023844,-0.169836,0.05779175,-0.020506095,0.015283019,-0.0013471671,-0.074383624,0.045196913,0.02946264,0.008201168,-0.0048612375,0
54,32,20.wav,0,-0.9351565,0.2178069,-0.3034028,1.2483481,-0.37348744,-0.25015697,-0.012937477,0.217918,-0.14800355,0.26335853,0.4955025,-0.5017425,0.033702806,0.019049723,0.0893174,0.05319803,-0.09405277,-0.061143428,-0.09588881,-0.0034756307,1
55,33,14.wav,0,-0.6997094,1.3909872,0.11865254,0.27230096,0.42468295,1.0426106,-0.036385383,0.29484683,0.2632816,-0.11661273,-0.16383015,0.0011353464,0.31541923,-0.027473072,0.047251515,0.0021349825,0.0008862816,0.001469026,-0.0106881345,-0.0012526393,1
56,34,22.wav,0,0.008470348,-0.1100312,0.044358745,1.7555716,-0.012118778,-0.16169894,-0.12730017,-0.3320559,-0.13445884,0.04023844,-0.169836,0.05779175,-0.020506095,0.015283019,-0.0013471671,-0.074383624,0.045196913,0.02946264,0.008201168,-0.0048612375,0
57,35,10.wav,0,-0.05884065,0.9576181,0.76650107,-0.34464303,-1.03131,-0.32041183,-0.106348775,-0.15258236,-0.44708183,-0.8970883,-0.036766022,-0.016186163,0.043630373,0.26195538,-0.06324109,0.13333175,0.002203822,-0.008711508,-0.028489808,0.002531495,1
58,36,1.wav,0,0.4263237,0.38410684,-0.87209404,0.04150346,1.5018185,-0.42745528,0.9968726,0.10844493,0.30244264,-0.30377728,-0.25570366,-0.17797923,-0.26990855,0.028594611,0.05059514,0.029232616,0.05706694,-0.10670098,-0.025237143,-0.009254073,0
59,37,4.wav,0,0.5977419,-0.6163457,2.5724816,-0.0524829,-0.47949117,0.77405113,0.2980018,-0.17047274,0.30299374,-0.21751852,0.23190783,-0.11377572,-0.16652843,-0.14614876,-0.1033155,-0.13023561,-0.02315163,-0.03728766,0.017376652,0.0029439435,1
60,38,18.wav,0,-0.9351565,0.21780679,-0.30340278,1.2483481,-0.37348738,-0.2501569,-0.012937445,0.21791802,-0.1480035,0.2633585,0.49550247,-0.5017425,0.033702802,0.019049732,0.089317404,0.05319808,-0.09405278,-0.061143488,-0.09588886,-0.0034756663,0
61,39,11.wav,0,0.008470348,-0.1100312,0.044358745,1.7555716,-0.012118778,-0.16169894,-0.12730017,-0.3320559,-0.13445884,0.04023844,-0.169836,0.05779175,-0.020506095,0.015283019,-0.0013471671,-0.074383624,0.045196913,0.02946264,0.008201168,-0.0048612375,0
62,40,8.wav,0,-0.2371213,0.39782122,-0.44862387,0.5214495,-0.2789812,-0.34010634,-0.041812673,0.29936746,0.098795414,0.10468229,0.09597265,0.1726713,0.0064213593,-0.15662265,-0.19419356,0.16756952,-0.008614992,-0.09216066,0.08211925,-0.02157581,1
63,41,6.wav,0,-0.43582496,1.4873257,0.4502953,-0.5272311,-0.039643593,-0.7899609,-0.51792485,-0.0869146,-0.05215078,-0.19762106,0.12458467,-0.097550265,-0.03250332,-0.09563533,0.42938745,-0.089002915,-0.048767332,-0.11529257,0.22075783,0.046241697,1
64,42,22.wav,0,0.4263237,0.3841068,-0.87209404,0.04150345,1.5018185,-0.42745528,0.9968726,0.10844494,0.30244267,-0.30377737,-0.25570372,-0.17797928,-0.26990852,0.02859462,0.050595168,0.029232593,0.05706693,-0.10670095,-0.02523716,-0.009253993,0
65,43,20.wav,0,-1.8388289,-1.1742641,-0.14979011,-0.6228778,0.20049892,0.029827386,-0.06937377,-0.09205111,-0.05206916,0.036760844,-0.028464459,0.013273167,-0.006772411,0.015770731,-0.009160785,-0.0032091732,0.0033523305,0.002459437,0.000121919664,-0.00041572686,1
66,44,10.wav,0,-0.26575154,2.0296645,-0.12909172,0.025190093,0.7032115,0.6985273,-0.18871687,0.044794485,0.23828258,0.31000525,0.41214806,0.29768777,-0.39161712,0.4012868,-0.009439258,0.037266906,-0.018480541,0.10458786,0.026055535,0.007783938,0
67,45,12.wav,0,-0.26575145,2.0296645,-0.12909175,0.025190083,0.7032115,0.69852716,-0.1887168,0.044794366,0.23828264,0.3100053,0.41214803,0.29768777,-0.3916171,0.40128672,-0.009439361,0.037267,-0.018480519,0.10458786,0.02605544,0.0077839345,1
68,46,20.wav,0,1.3150275,-0.11012706,1.4758701,-1.0475436,-1.7681553,-0.8043209,0.15985136,-0.41246492,1.2816824,1.0114561,-0.39460847,-0.6361773,0.33721387,0.5503097,-0.1210782,0.092519335,0.28029048,-0.05166439,0.0768794,0.03460997,1
69,47,4.wav,0,-0.69970936,1.3909872,0.11865257,0.272301,0.42468295,1.0426106,-0.036385357,0.29484683,0.2632815,-0.11661267,-0.16383018,0.001135349,0.31541917,-0.027473066,0.047251526,0.0021349795,0.0008863001,0.0014689888,-0.010688131,-0.0012526341,0
70,48,16.wav,0,-1.8388289,-1.1742641,-0.14979006,-0.6228778,0.20049891,0.029827377,-0.06937374,-0.09205114,-0.05206922,0.036760848,-0.028464457,0.013273149,-0.0067724343,0.015770726,-0.009160787,-0.0032091674,0.0033523417,0.0024594283,0.00012191148,-0.00041573078,1
71,49,21.wav,0,0.42632347,0.38410679,-0.8720942,0.04150329,1.5018184,-0.4274554,0.9968726,0.10844494,0.3024426,-0.30377728,-0.25570372,-0.17797925,-0.26990852,0.028594606,0.050595153,0.02923258,0.05706692,-0.10670091,-0.02523719,-0.009254078,1
72,50,10.wav,0,2.7368972,-1.8091127,-1.2098054,-0.11769855,0.80479807,0.03217823,-0.5634066,-0.26096046,0.3440708,-0.22840244,0.22702599,0.055964462,0.16045651,0.07070446,0.0060236733,0.010457046,-0.05356481,-0.03906427,-0.009449387,-0.0029626773,0
73,51,4.wav,0,0.2739621,-0.4994308,-0.5626706,-0.21539608,-1.0749892,-0.32069373,1.8643749,-0.12218346,-0.3077624,0.09957128,0.888748,0.83208513,0.46866903,0.03208598,0.23009335,-0.11326127,0.36273855,-0.06924945,-0.041448608,0.0010333821,1
74,52,13.wav,0,-1.8388289,-1.1742642,-0.14979003,-0.6228778,0.2004989,0.02982735,-0.06937374,-0.092051074,-0.05206918,0.036760874,-0.028464438,0.013273151,-0.006772409,0.015770711,-0.009160815,-0.0032091655,0.0033523443,0.0024594,0.00012191272,-0.00041572802,0
75,53,22.wav,0,-0.26575166,2.0296645,-0.12909178,0.025189966,0.7032115,0.6985273,-0.18871677,0.044794526,0.23828249,0.3100052,0.41214806,0.29768786,-0.3916171,0.40128675,-0.009439281,0.037266985,-0.018480558,0.10458788,0.026055528,0.007783885,1
76,54,1.wav,0,2.7368972,-1.8091128,-1.2098054,-0.11769847,0.8047981,0.032178212,-0.5634065,-0.26096043,0.34407076,-0.2284024,0.22702593,0.05596445,0.16045651,0.070704475,0.006023711,0.010457039,-0.053564787,-0.03906433,-0.009449403,-0.0029626777,0
77,55,6.wav,0,1.2846787,-0.62334645,2.7721055,-0.1818999,0.55942786,-0.049739383,-0.07689905,-0.3201051,0.0025199398,0.19130339,-0.035800017,0.03678841,-0.076336406,-0.28179854,0.25696492,0.42731553,0.09860739,0.19056778,-0.04132568,-0.014866022,1
78,56,11.wav,0,1.2846787,-0.6233466,2.7721057,-0.1819,0.55942786,-0.049739365,-0.07689915,-0.32010514,0.0025200085,0.19130345,-0.035800017,0.0367884,-0.07633646,-0.28179866,0.25696495,0.4273155,0.09860733,0.19056785,-0.041325644,-0.014866035,1
79,57,14.wav,0,1.2811171,1.9454092,-0.74173135,-1.3529618,0.18901801,0.51725864,-0.18687458,-0.6775945,-0.66065294,0.37458172,-0.053742904,-0.099994846,-0.026840542,-0.12443202,-0.06598207,-0.025065854,0.04983115,-0.10184458,-0.032144066,-0.009115957,1
80,58,6.wav,0,-0.23712122,0.39782122,-0.44862378,0.5214495,-0.2789813,-0.34010643,-0.0418127,0.2993675,0.09879541,0.10468235,0.095972635,0.17267132,0.006421373,-0.1566227,-0.1941936,0.16756947,-0.008615007,-0.09216068,0.08211929,-0.021575812,1
81,59,14.wav,0,0.008470349,-0.11003113,0.044358727,1.7555717,-0.0121187875,-0.16169892,-0.12730016,-0.33205593,-0.13445884,0.040238444,-0.16983598,0.057791784,-0.020506157,0.015283008,-0.001347196,-0.07438363,0.04519689,0.029462632,0.008201177,-0.0048612333,0
82,60,11.wav,0,1.6800816,-0.9010787,2.579937,-0.20421769,0.6836064,-0.33719835,0.1750812,0.73812723,-0.66067743,0.4302704,-0.24451035,0.19960524,0.098040804,0.2060866,0.014278225,-0.052435875,-0.15127362,-0.08551529,-0.0069212792,-0.002688867,1
83,61,20.wav,0,-0.43582493,1.4873257,0.4502954,-0.52723104,-0.039643656,-0.7899611,-0.5179247,-0.08691464,-0.05215069,-0.19762103,0.124584645,-0.09755026,-0.032503318,-0.09563535,0.42938742,-0.089003,-0.048767354,-0.115292594,0.2207578,0.046241686,1
84,62,3.wav,0,0.27676046,0.076307766,-0.41746196,0.5463948,0.30852237,-0.28990635,-0.17421414,0.2808933,0.0057833395,0.051232897,-0.083805606,0.24487926,-0.078235544,-0.24350697,-0.18290591,0.08539155,0.042434007,-0.032145094,-0.12429486,0.24510181,1
85,63,21.wav,0,0.10123143,1.0404116,0.15883666,-0.69445217,-0.4009784,-0.878776,-0.3701632,0.2360194,0.37167805,0.00051504205,-0.04450407,0.1313941,-0.045748305,-0.10080314,0.009852886,-0.11706952,0.001869925,0.042238656,-0.07619611,-0.019582447,1
86,64,16.wav,0,1.2811171,1.9454092,-0.74173135,-1.3529618,0.18901801,0.51725864,-0.18687454,-0.6775945,-0.66065294,0.3745817,-0.053742882,-0.09999486,-0.026840521,-0.12443201,-0.065982044,-0.025065841,0.049831145,-0.10184451,-0.03214402,-0.009115929,1
87,65,2.wav,0,0.42632353,0.3841068,-0.8720942,0.041503306,1.5018185,-0.42745534,0.9968726,0.1084448,0.3024425,-0.30377734,-0.25570366,-0.17797919,-0.26990837,0.028594762,0.050595198,0.029232655,0.05706688,-0.10670087,-0.025237147,-0.009254039,1
88,66,17.wav,0,1.1092213,-0.76209354,-1.4238558,-0.16752341,-1.2102448,0.5454566,0.13528635,0.3732295,-0.10542945,0.032965686,-0.15437986,-0.03832029,-0.13441423,-0.017373916,0.07373977,0.004094454,-0.0073471926,0.048764296,0.014632404,0.001360095,0
89,67,3.wav,0,-0.93515646,0.21780676,-0.30340278,1.2483481,-0.3734875,-0.2501571,-0.012937363,0.21791795,-0.14800347,0.26335856,0.49550235,-0.50174254,0.033702753,0.019049691,0.089317486,0.05319805,-0.094052866,-0.06114345,-0.09588885,-0.003475608,1
90,68,16.wav,0,-0.23712125,0.39782122,-0.44862384,0.52144957,-0.27898127,-0.34010634,-0.04181268,0.29936752,0.09879539,0.10468232,0.09597263,0.17267132,0.006421379,-0.1566227,-0.19419356,0.16756947,-0.008615005,-0.0921607,0.08211928,-0.021575833,1
91,69,22.wav,0,0.101231426,1.0404117,0.15883666,-0.6944523,-0.40097845,-0.878776,-0.3701632,0.2360194,0.37167805,0.00051504205,-0.04450407,0.1313941,-0.0457483,-0.100803144,0.009852884,-0.11706953,0.0018699253,0.042238656,-0.07619611,-0.019582447,0
92,70,5.wav,0,0.008470359,-0.11003113,0.04435871,1.7555716,-0.012118792,-0.16169891,-0.12730016,-0.33205593,-0.13445884,0.040238444,-0.16983598,0.057791784,-0.020506158,0.015283008,-0.0013471983,-0.074383624,0.045196895,0.029462632,0.008201177,-0.0048612333,0
93,71,17.wav,0,1.1092213,-0.76209354,-1.4238558,-0.16752341,-1.2102448,0.5454566,0.13528635,0.3732295,-0.10542945,0.032965686,-0.15437986,-0.03832029,-0.13441423,-0.017373916,0.07373977,0.004094454,-0.0073471926,0.048764296,0.014632404,0.001360095,0
94,72,11.wav,0,2.7368972,-1.8091127,-1.2098054,-0.11769851,0.8047981,0.03217813,-0.5634065,-0.2609604,0.34407082,-0.22840238,0.22702597,0.055964507,0.16045652,0.07070443,0.0060236505,0.010457073,-0.05356483,-0.03906428,-0.009449353,-0.0029626742,1
95,73,14.wav,0,-0.05884064,0.9576181,0.7665011,-0.34464303,-1.03131,-0.32041183,-0.10634875,-0.15258238,-0.44708177,-0.89708817,-0.036766004,-0.01618614,0.043630335,0.26195538,-0.06324111,0.13333175,0.0022038324,-0.008711493,-0.028489796,0.002531496,1
96,74,10.wav,0,1.1092216,-0.7620936,-1.4238555,-0.1675234,-1.2102448,0.5454567,0.13528635,0.3732295,-0.10542945,0.032965686,-0.15437986,-0.03832029,-0.13441424,-0.01737392,0.073739775,0.004094454,-0.0073471926,0.048764285,0.014632404,0.001360095,1
97,75,19.wav,0,1.1092216,-0.76209354,-1.4238558,-0.16752346,-1.2102447,0.54545677,0.13528638,0.37322944,-0.105429456,0.03296568,-0.15437986,-0.038320273,-0.13441423,-0.017373912,0.073739775,0.0040944605,-0.007347196,0.04876429,0.014632409,0.0013601008,1
98,76,22.wav,0,-0.69970953,1.390987,0.11865258,0.27230087,0.42468295,1.0426105,-0.0363854,0.2948468,0.2632816,-0.116612755,-0.16383022,0.0011352365,0.3154193,-0.027473088,0.047251623,0.002134991,0.0008863279,0.0014689922,-0.010688188,-0.0012526436,0
99,77,18.wav,0,0.35258603,0.86245215,-0.703833,-0.41388264,0.10332628,-0.5961347,0.9813007,-0.49466318,0.015446265,0.07084934,0.023812257,-0.07049349,0.21480837,-0.05597413,-0.088446885,-0.016508138,-0.2664983,0.2085427,0.04975956,0.013770209,1
